place_id,place_name,review Length (raw),cleaned review Length,Lexical Diversity
ChIJMwDrLBhB6oARu35voX174gg,StatMD Urgent Care Inc.,77,34,0.9117647058823529
ChIJMwDrLBhB6oARu35voX174gg,StatMD Urgent Care Inc.,77,40,0.825
ChIJOcZDotzFmoARNV9HCwe0xZU,Pediatric Urgent Care-Sac Inc,73,32,1.0
ChIJOcZDotzFmoARNV9HCwe0xZU,Pediatric Urgent Care-Sac Inc,114,47,0.7659574468085106
ChIJOcZDotzFmoARNV9HCwe0xZU,Pediatric Urgent Care-Sac Inc,57,22,0.9545454545454546
ChIJOcZDotzFmoARNV9HCwe0xZU,Pediatric Urgent Care-Sac Inc,57,21,1.0
ChIJOcZDotzFmoARNV9HCwe0xZU,Pediatric Urgent Care-Sac Inc,117,53,0.8490566037735849
ChIJZbwNC5PQmoAR7kMGjXUr_UQ,UC Davis Health Midtown,55,33,0.9090909090909091
ChIJZbwNC5PQmoAR7kMGjXUr_UQ,UC Davis Health Midtown,74,30,0.7666666666666667
ChIJZbwNC5PQmoAR7kMGjXUr_UQ,UC Davis Health Midtown,54,24,1.0
ChIJZbwNC5PQmoAR7kMGjXUr_UQ,UC Davis Health Midtown,75,31,0.7419354838709677
ChIJZbwNC5PQmoAR7kMGjXUr_UQ,UC Davis Health Midtown,234,120,0.775
ChIJgZ6FB18TkIARwG2av7zzeAM,San Joaquin General Hospital Emergency Room,108,48,0.7291666666666666
ChIJgZ6FB18TkIARwG2av7zzeAM,San Joaquin General Hospital Emergency Room,138,58,0.7931034482758621
ChIJgZ6FB18TkIARwG2av7zzeAM,San Joaquin General Hospital Emergency Room,29,10,1.0
ChIJgZ6FB18TkIARwG2av7zzeAM,San Joaquin General Hospital Emergency Room,230,110,0.9181818181818182
ChIJgZ6FB18TkIARwG2av7zzeAM,San Joaquin General Hospital Emergency Room,79,32,0.96875
ChIJt_yuhDQMkIARssGAp1hJiLE,March Lane Quik Care,12,6,1.0
ChIJt_yuhDQMkIARssGAp1hJiLE,March Lane Quik Care,136,57,0.7368421052631579
ChIJt_yuhDQMkIARssGAp1hJiLE,March Lane Quik Care,30,15,1.0
ChIJt_yuhDQMkIARssGAp1hJiLE,March Lane Quik Care,14,6,1.0
ChIJt_yuhDQMkIARssGAp1hJiLE,March Lane Quik Care,23,8,1.0
ChIJGa1X2NlY7IARVC294cxKKaw,Urgent Care of Pismo Beach,192,82,0.7926829268292683
ChIJGa1X2NlY7IARVC294cxKKaw,Urgent Care of Pismo Beach,193,80,0.75
ChIJGa1X2NlY7IARVC294cxKKaw,Urgent Care of Pismo Beach,56,27,0.9259259259259259
ChIJGa1X2NlY7IARVC294cxKKaw,Urgent Care of Pismo Beach,98,43,0.8372093023255814
ChIJGa1X2NlY7IARVC294cxKKaw,Urgent Care of Pismo Beach,140,60,0.7833333333333333
ChIJqd454kldlIARhgGly4QXIwc,Saint Agnes Medical Center Emergency Department,167,70,0.7571428571428571
ChIJqd454kldlIARhgGly4QXIwc,Saint Agnes Medical Center Emergency Department,190,86,0.8604651162790697
ChIJqd454kldlIARhgGly4QXIwc,Saint Agnes Medical Center Emergency Department,163,71,0.8591549295774648
ChIJqd454kldlIARhgGly4QXIwc,Saint Agnes Medical Center Emergency Department,59,25,0.84
ChIJqd454kldlIARhgGly4QXIwc,Saint Agnes Medical Center Emergency Department,129,52,0.9038461538461539
ChIJdUtBqLXNj4ARSpd_AZ86GTs,NMCI Medical Clinic,98,54,0.8703703703703703
ChIJdUtBqLXNj4ARSpd_AZ86GTs,NMCI Medical Clinic,43,19,0.7894736842105263
ChIJdUtBqLXNj4ARSpd_AZ86GTs,NMCI Medical Clinic,65,26,0.9230769230769231
ChIJdUtBqLXNj4ARSpd_AZ86GTs,NMCI Medical Clinic,29,17,0.8823529411764706
ChIJdUtBqLXNj4ARSpd_AZ86GTs,NMCI Medical Clinic,53,23,0.9130434782608695
ChIJLSWrfVeHhYARviljK8lCsxE,UCSF Emergency Department,101,57,0.8947368421052632
ChIJLSWrfVeHhYARviljK8lCsxE,UCSF Emergency Department,236,112,0.8571428571428571
ChIJLSWrfVeHhYARviljK8lCsxE,UCSF Emergency Department,117,52,0.7692307692307693
ChIJLSWrfVeHhYARviljK8lCsxE,UCSF Emergency Department,48,25,0.96
ChIJLSWrfVeHhYARviljK8lCsxE,UCSF Emergency Department,96,47,0.9574468085106383
ChIJ-1kXKRQp3YARtvHupBVksS0,Anaheim Medical Clinic | Dr. Victor Fayad,64,24,0.8333333333333334
ChIJ-1kXKRQp3YARtvHupBVksS0,Anaheim Medical Clinic | Dr. Victor Fayad,102,49,0.7959183673469388
ChIJ-1kXKRQp3YARtvHupBVksS0,Anaheim Medical Clinic | Dr. Victor Fayad,33,16,0.875
ChIJ-1kXKRQp3YARtvHupBVksS0,Anaheim Medical Clinic | Dr. Victor Fayad,13,8,1.0
ChIJ-1kXKRQp3YARtvHupBVksS0,Anaheim Medical Clinic | Dr. Victor Fayad,15,8,1.0
ChIJoUzuOtTp7IARULDIeQIGPWo,Carbon Health Urgent Care Atascadero,58,29,0.8620689655172413
ChIJoUzuOtTp7IARULDIeQIGPWo,Carbon Health Urgent Care Atascadero,49,30,0.8
ChIJoUzuOtTp7IARULDIeQIGPWo,Carbon Health Urgent Care Atascadero,62,28,0.9642857142857143
ChIJoUzuOtTp7IARULDIeQIGPWo,Carbon Health Urgent Care Atascadero,77,32,0.96875
ChIJoUzuOtTp7IARULDIeQIGPWo,Carbon Health Urgent Care Atascadero,58,25,1.0
ChIJZali60_FwoARNAYj9iSpIKY,Doctor Wong Medical Clinic,114,46,0.7391304347826086
ChIJnUTNAxsV7IAR13tQlHV-wMQ,Cottage Urgent Care - Santa Maria - Skyway Drive,62,28,0.8214285714285714
ChIJnUTNAxsV7IAR13tQlHV-wMQ,Cottage Urgent Care - Santa Maria - Skyway Drive,43,19,0.9473684210526315
ChIJnUTNAxsV7IAR13tQlHV-wMQ,Cottage Urgent Care - Santa Maria - Skyway Drive,59,26,0.9230769230769231
ChIJnUTNAxsV7IAR13tQlHV-wMQ,Cottage Urgent Care - Santa Maria - Skyway Drive,92,39,0.9743589743589743
ChIJnUTNAxsV7IAR13tQlHV-wMQ,Cottage Urgent Care - Santa Maria - Skyway Drive,55,21,1.0
ChIJQWnfqvOzwoARJePsf_a5ZPI,Torrance Memorial Urgent Care - Manhattan Beach,122,61,0.819672131147541
ChIJQWnfqvOzwoARJePsf_a5ZPI,Torrance Memorial Urgent Care - Manhattan Beach,119,51,0.8627450980392157
ChIJQWnfqvOzwoARJePsf_a5ZPI,Torrance Memorial Urgent Care - Manhattan Beach,63,25,0.92
ChIJQWnfqvOzwoARJePsf_a5ZPI,Torrance Memorial Urgent Care - Manhattan Beach,104,45,0.8888888888888888
ChIJQWnfqvOzwoARJePsf_a5ZPI,Torrance Memorial Urgent Care - Manhattan Beach,18,12,0.8333333333333334
ChIJ-WFqZI_HwoAR-bJon14iK_U,Vermont Medical Clinic,13,6,0.8333333333333334
ChIJ-WFqZI_HwoAR-bJon14iK_U,Vermont Medical Clinic,11,7,1.0
ChIJ-VaZqUam3IARpiNqfgtmcp8,Rancho Medical Clinic,36,9,1.0
ChIJ-VaZqUam3IARpiNqfgtmcp8,Rancho Medical Clinic,62,27,0.7777777777777778
ChIJ-VaZqUam3IARpiNqfgtmcp8,Rancho Medical Clinic,89,37,0.7837837837837838
ChIJ-VaZqUam3IARpiNqfgtmcp8,Rancho Medical Clinic,20,10,1.0
ChIJ-VaZqUam3IARpiNqfgtmcp8,Rancho Medical Clinic,43,14,0.8571428571428571
ChIJV6Ot3mlA6oARaO2o_lQIAeA,1st Choice Urgent Care,81,35,0.7428571428571429
ChIJV6Ot3mlA6oARaO2o_lQIAeA,1st Choice Urgent Care,192,90,0.6888888888888889
ChIJV6Ot3mlA6oARaO2o_lQIAeA,1st Choice Urgent Care,77,31,0.8709677419354839
ChIJV6Ot3mlA6oARaO2o_lQIAeA,1st Choice Urgent Care,47,21,0.8571428571428571
ChIJV6Ot3mlA6oARaO2o_lQIAeA,1st Choice Urgent Care,63,26,0.8461538461538461
ChIJ2aocY--zhYARiYP9L6a7-b8,MarinHealth Urgent Care | A UCSF Health Clinic,97,36,0.9444444444444444
ChIJGY7T2QJ5hYARIvOU9KARHlo,Urgent Care + TeleHealth,104,47,0.8936170212765957
ChIJGY7T2QJ5hYARIvOU9KARHlo,Urgent Care + TeleHealth,59,27,0.9629629629629629
ChIJGY7T2QJ5hYARIvOU9KARHlo,Urgent Care + TeleHealth,54,23,0.8695652173913043
ChIJGY7T2QJ5hYARIvOU9KARHlo,Urgent Care + TeleHealth,73,28,0.9285714285714286
ChIJGY7T2QJ5hYARIvOU9KARHlo,Urgent Care + TeleHealth,85,35,0.8571428571428571
ChIJ56CnIBAuw4ARTg6iL21G4v4,Pomona Valley Hospital Medical Center Emergency Room,109,49,0.7142857142857143
ChIJ56CnIBAuw4ARTg6iL21G4v4,Pomona Valley Hospital Medical Center Emergency Room,102,45,0.6888888888888889
ChIJ56CnIBAuw4ARTg6iL21G4v4,Pomona Valley Hospital Medical Center Emergency Room,48,22,1.0
ChIJ56CnIBAuw4ARTg6iL21G4v4,Pomona Valley Hospital Medical Center Emergency Room,127,53,0.8679245283018868
ChIJ56CnIBAuw4ARTg6iL21G4v4,Pomona Valley Hospital Medical Center Emergency Room,114,48,0.9583333333333334
ChIJBabvOnW16YARY9Fqxvb65Ng,Santa Paula Urgent Care Center,38,23,0.9130434782608695
ChIJBabvOnW16YARY9Fqxvb65Ng,Santa Paula Urgent Care Center,22,11,1.0
ChIJBabvOnW16YARY9Fqxvb65Ng,Santa Paula Urgent Care Center,46,16,1.0
ChIJBabvOnW16YARY9Fqxvb65Ng,Santa Paula Urgent Care Center,68,28,0.7857142857142857
ChIJBabvOnW16YARY9Fqxvb65Ng,Santa Paula Urgent Care Center,40,18,0.9444444444444444
ChIJMVpPnUlU2YAReHcgG2jwrOE,Perlman Clinic Kensington,75,37,0.8648648648648649
ChIJMVpPnUlU2YAReHcgG2jwrOE,Perlman Clinic Kensington,85,28,0.9642857142857143
ChIJMVpPnUlU2YAReHcgG2jwrOE,Perlman Clinic Kensington,27,12,1.0
ChIJMVpPnUlU2YAReHcgG2jwrOE,Perlman Clinic Kensington,205,79,0.8481012658227848
ChIJMVpPnUlU2YAReHcgG2jwrOE,Perlman Clinic Kensington,32,9,1.0
ChIJe65b_A5M6IARggw787Xeg_U,Magnolia Urgent Care Center,248,85,0.8705882352941177
ChIJe65b_A5M6IARggw787Xeg_U,Magnolia Urgent Care Center,106,40,0.75
ChIJe65b_A5M6IARggw787Xeg_U,Magnolia Urgent Care Center,101,41,0.8292682926829268
ChIJe65b_A5M6IARggw787Xeg_U,Magnolia Urgent Care Center,11,3,1.0
ChIJe65b_A5M6IARggw787Xeg_U,Magnolia Urgent Care Center,280,111,0.7567567567567568
ChIJCfX8-sj6moARHLBpOJBsnxE,Sutter Health El Dorado Hills Walk-In Care,39,16,0.875
ChIJCfX8-sj6moARHLBpOJBsnxE,Sutter Health El Dorado Hills Walk-In Care,70,30,0.8666666666666667
ChIJCfX8-sj6moARHLBpOJBsnxE,Sutter Health El Dorado Hills Walk-In Care,92,36,0.9444444444444444
ChIJCfX8-sj6moARHLBpOJBsnxE,Sutter Health El Dorado Hills Walk-In Care,82,39,0.9743589743589743
ChIJCfX8-sj6moARHLBpOJBsnxE,Sutter Health El Dorado Hills Walk-In Care,31,16,1.0
ChIJVW6gFCm6woARMvrr2n6vyCU,Exodus Recovery Inc,234,95,0.6421052631578947
ChIJVW6gFCm6woARMvrr2n6vyCU,Exodus Recovery Inc,300,116,0.8620689655172413
ChIJVW6gFCm6woARMvrr2n6vyCU,Exodus Recovery Inc,96,40,0.925
ChIJVW6gFCm6woARMvrr2n6vyCU,Exodus Recovery Inc,198,82,0.8536585365853658
ChIJVW6gFCm6woARMvrr2n6vyCU,Exodus Recovery Inc,44,20,0.95
ChIJ_1NDMHTK3IARBzNlynC9hyQ,Eastvale San Antonio Medical Plaza,113,58,0.8620689655172413
ChIJ_1NDMHTK3IARBzNlynC9hyQ,Eastvale San Antonio Medical Plaza,21,12,0.8333333333333334
ChIJ_1NDMHTK3IARBzNlynC9hyQ,Eastvale San Antonio Medical Plaza,102,42,0.9285714285714286
ChIJ_1NDMHTK3IARBzNlynC9hyQ,Eastvale San Antonio Medical Plaza,100,42,0.8571428571428571
ChIJ_1NDMHTK3IARBzNlynC9hyQ,Eastvale San Antonio Medical Plaza,132,51,0.9607843137254902
ChIJQW2UauJwIocRJRfY33-ZDg8,Lovelace Urgent Care - Rio Rancho,30,13,1.0
ChIJQW2UauJwIocRJRfY33-ZDg8,Lovelace Urgent Care - Rio Rancho,127,58,0.9310344827586207
ChIJQW2UauJwIocRJRfY33-ZDg8,Lovelace Urgent Care - Rio Rancho,52,24,0.9166666666666666
ChIJQW2UauJwIocRJRfY33-ZDg8,Lovelace Urgent Care - Rio Rancho,63,30,0.8666666666666667
ChIJQW2UauJwIocRJRfY33-ZDg8,Lovelace Urgent Care - Rio Rancho,153,68,0.8382352941176471
ChIJsZxiXrRhhYAR_Dxy-27AEDk,John Muir Health Urgent Care Center,245,118,0.7796610169491526
ChIJsZxiXrRhhYAR_Dxy-27AEDk,John Muir Health Urgent Care Center,356,148,0.6756756756756757
ChIJsZxiXrRhhYAR_Dxy-27AEDk,John Muir Health Urgent Care Center,81,36,0.8611111111111112
ChIJsZxiXrRhhYAR_Dxy-27AEDk,John Muir Health Urgent Care Center,99,43,0.8837209302325582
ChIJsZxiXrRhhYAR_Dxy-27AEDk,John Muir Health Urgent Care Center,33,15,1.0
ChIJS5dRha4q3YAR9JIb3AJYI5E,After Hours Medical Group,87,39,0.8461538461538461
ChIJS5dRha4q3YAR9JIb3AJYI5E,After Hours Medical Group,32,12,0.9166666666666666
ChIJS5dRha4q3YAR9JIb3AJYI5E,After Hours Medical Group,60,28,0.9285714285714286
ChIJS5dRha4q3YAR9JIb3AJYI5E,After Hours Medical Group,12,6,1.0
ChIJS5dRha4q3YAR9JIb3AJYI5E,After Hours Medical Group,270,130,0.676923076923077
ChIJ7aNi_txD6oARGJ6-tw_Vxxs,"Singh Family Medical Clinic: Ravinderjit Singh, MD",66,27,0.9259259259259259
ChIJ7aNi_txD6oARGJ6-tw_Vxxs,"Singh Family Medical Clinic: Ravinderjit Singh, MD",112,54,0.8888888888888888
ChIJ7aNi_txD6oARGJ6-tw_Vxxs,"Singh Family Medical Clinic: Ravinderjit Singh, MD",167,93,0.8494623655913979
ChIJ7aNi_txD6oARGJ6-tw_Vxxs,"Singh Family Medical Clinic: Ravinderjit Singh, MD",40,18,0.9444444444444444
ChIJ7aNi_txD6oARGJ6-tw_Vxxs,"Singh Family Medical Clinic: Ravinderjit Singh, MD",57,21,0.8095238095238095
ChIJEUl-uEhN6IARVsWnTqJEBiQ,Ventura Urgent Care & Family: Perlmutter David T MD,26,11,0.9090909090909091
ChIJb8smr7bHwoARyF5HvEKCmcs,One Medical Primary Care Clinic - Downtown LA,33,13,1.0
ChIJb8smr7bHwoARyF5HvEKCmcs,One Medical Primary Care Clinic - Downtown LA,113,58,0.8620689655172413
ChIJb8smr7bHwoARyF5HvEKCmcs,One Medical Primary Care Clinic - Downtown LA,140,61,0.9016393442622951
ChIJb8smr7bHwoARyF5HvEKCmcs,One Medical Primary Care Clinic - Downtown LA,214,98,0.6938775510204082
ChIJb8smr7bHwoARyF5HvEKCmcs,One Medical Primary Care Clinic - Downtown LA,79,36,0.8611111111111112
ChIJj7lSLkDNj4ARhBB4mT6im-w,San Jose Urgent Care 120 Dollars A Visit,49,17,0.9411764705882353
ChIJj7lSLkDNj4ARhBB4mT6im-w,San Jose Urgent Care 120 Dollars A Visit,35,17,1.0
ChIJj7lSLkDNj4ARhBB4mT6im-w,San Jose Urgent Care 120 Dollars A Visit,72,31,0.9032258064516129
ChIJj7lSLkDNj4ARhBB4mT6im-w,San Jose Urgent Care 120 Dollars A Visit,58,23,0.9565217391304348
ChIJj7lSLkDNj4ARhBB4mT6im-w,San Jose Urgent Care 120 Dollars A Visit,147,61,0.8688524590163934
ChIJPdPqRUa33IARh6AV9EyQ_Mc,Urgent Care | Kaiser Permanente Riverside Medical Center,161,66,0.8787878787878788
ChIJPdPqRUa33IARh6AV9EyQ_Mc,Urgent Care | Kaiser Permanente Riverside Medical Center,102,35,0.8571428571428571
ChIJPdPqRUa33IARh6AV9EyQ_Mc,Urgent Care | Kaiser Permanente Riverside Medical Center,126,60,0.8166666666666667
ChIJPdPqRUa33IARh6AV9EyQ_Mc,Urgent Care | Kaiser Permanente Riverside Medical Center,54,19,0.8947368421052632
ChIJPdPqRUa33IARh6AV9EyQ_Mc,Urgent Care | Kaiser Permanente Riverside Medical Center,74,34,0.9411764705882353
ChIJ8eaG3MHFmoAR0A-ZbupF3lo,Emergency Room | Kaiser Permanente South Sacramento Medical Center,131,57,0.9298245614035088
ChIJ8eaG3MHFmoAR0A-ZbupF3lo,Emergency Room | Kaiser Permanente South Sacramento Medical Center,73,38,0.9736842105263158
ChIJ8eaG3MHFmoAR0A-ZbupF3lo,Emergency Room | Kaiser Permanente South Sacramento Medical Center,116,37,0.8378378378378378
ChIJ8eaG3MHFmoAR0A-ZbupF3lo,Emergency Room | Kaiser Permanente South Sacramento Medical Center,57,27,0.9259259259259259
ChIJ8eaG3MHFmoAR0A-ZbupF3lo,Emergency Room | Kaiser Permanente South Sacramento Medical Center,271,125,0.784
ChIJIWrvD-gHkYARCdsHO-pJbZM,Advance Urgent Care And Med Spa,133,62,0.8225806451612904
ChIJIWrvD-gHkYARCdsHO-pJbZM,Advance Urgent Care And Med Spa,113,55,0.9454545454545454
ChIJIWrvD-gHkYARCdsHO-pJbZM,Advance Urgent Care And Med Spa,35,15,0.9333333333333333
ChIJIWrvD-gHkYARCdsHO-pJbZM,Advance Urgent Care And Med Spa,27,9,1.0
ChIJIWrvD-gHkYARCdsHO-pJbZM,Advance Urgent Care And Med Spa,8,5,1.0
ChIJTSK0i-Fr6oARIvWdURYgJsc,Kern Medical Emergency Room,31,17,0.8823529411764706
ChIJTSK0i-Fr6oARIvWdURYgJsc,Kern Medical Emergency Room,92,35,0.8571428571428571
ChIJTSK0i-Fr6oARIvWdURYgJsc,Kern Medical Emergency Room,592,259,0.5752895752895753
ChIJTSK0i-Fr6oARIvWdURYgJsc,Kern Medical Emergency Room,31,11,1.0
ChIJTSK0i-Fr6oARIvWdURYgJsc,Kern Medical Emergency Room,82,37,0.8378378378378378
ChIJU6yZKAcw6IARR-PZoNTjQ2E,Carbon Health Urgent Care Thousand Oaks,76,32,0.90625
ChIJU6yZKAcw6IARR-PZoNTjQ2E,Carbon Health Urgent Care Thousand Oaks,52,29,0.8275862068965517
ChIJU6yZKAcw6IARR-PZoNTjQ2E,Carbon Health Urgent Care Thousand Oaks,61,21,0.9047619047619048
ChIJU6yZKAcw6IARR-PZoNTjQ2E,Carbon Health Urgent Care Thousand Oaks,41,21,1.0
ChIJU6yZKAcw6IARR-PZoNTjQ2E,Carbon Health Urgent Care Thousand Oaks,51,21,0.9523809523809523
ChIJM7uBZ91J3YARnhZBDUmqs_A,Providence Urgent Care - San Pedro,29,15,0.8
ChIJM7uBZ91J3YARnhZBDUmqs_A,Providence Urgent Care - San Pedro,63,28,0.8928571428571429
ChIJM7uBZ91J3YARnhZBDUmqs_A,Providence Urgent Care - San Pedro,35,16,0.9375
ChIJM7uBZ91J3YARnhZBDUmqs_A,Providence Urgent Care - San Pedro,49,23,0.8260869565217391
ChIJM7uBZ91J3YARnhZBDUmqs_A,Providence Urgent Care - San Pedro,115,43,0.7209302325581395
ChIJXxf31fFx3IARt6ZisEAo5zU,Carbon Health Urgent Care Oceanside - Fire Mountain,141,64,0.859375
ChIJXxf31fFx3IARt6ZisEAo5zU,Carbon Health Urgent Care Oceanside - Fire Mountain,96,43,0.9534883720930233
ChIJXxf31fFx3IARt6ZisEAo5zU,Carbon Health Urgent Care Oceanside - Fire Mountain,80,38,0.8421052631578947
ChIJXxf31fFx3IARt6ZisEAo5zU,Carbon Health Urgent Care Oceanside - Fire Mountain,116,50,0.78
ChIJXxf31fFx3IARt6ZisEAo5zU,Carbon Health Urgent Care Oceanside - Fire Mountain,257,118,0.7033898305084746
ChIJ4y4SYHaxhYAR_Js_TJGN90c,TruVet Specialty and Emergency Hospital,221,94,0.8404255319148937
ChIJ4y4SYHaxhYAR_Js_TJGN90c,TruVet Specialty and Emergency Hospital,149,67,0.8955223880597015
ChIJ4y4SYHaxhYAR_Js_TJGN90c,TruVet Specialty and Emergency Hospital,71,34,0.8823529411764706
ChIJ4y4SYHaxhYAR_Js_TJGN90c,TruVet Specialty and Emergency Hospital,88,37,0.8108108108108109
ChIJ4y4SYHaxhYAR_Js_TJGN90c,TruVet Specialty and Emergency Hospital,218,104,0.8846153846153846
ChIJUzvkNc1V6YARag-GrBkegfA,SERVPRO of Santa Ynez/Goleta,33,12,1.0
ChIJUzvkNc1V6YARag-GrBkegfA,SERVPRO of Santa Ynez/Goleta,15,8,1.0
ChIJUzvkNc1V6YARag-GrBkegfA,SERVPRO of Santa Ynez/Goleta,101,46,0.8913043478260869
ChIJUzvkNc1V6YARag-GrBkegfA,SERVPRO of Santa Ynez/Goleta,54,31,0.9354838709677419
ChIJUzvkNc1V6YARag-GrBkegfA,SERVPRO of Santa Ynez/Goleta,57,25,1.0
ChIJQ_HTW2q_woAROvICIwNFJ1I,Care Fast Urgent Care,106,44,0.7727272727272727
ChIJQ_HTW2q_woAROvICIwNFJ1I,Care Fast Urgent Care,65,34,0.9411764705882353
ChIJQ_HTW2q_woAROvICIwNFJ1I,Care Fast Urgent Care,136,74,0.7972972972972973
ChIJQ_HTW2q_woAROvICIwNFJ1I,Care Fast Urgent Care,87,41,0.926829268292683
ChIJQ_HTW2q_woAROvICIwNFJ1I,Care Fast Urgent Care,28,11,1.0
ChIJg4-farc1joARzSm8do1Egf8,Sutter Health Los Gatos Pediatric Urgent Care,73,35,0.8571428571428571
ChIJg4-farc1joARzSm8do1Egf8,Sutter Health Los Gatos Pediatric Urgent Care,282,134,0.6268656716417911
ChIJg4-farc1joARzSm8do1Egf8,Sutter Health Los Gatos Pediatric Urgent Care,49,22,0.8636363636363636
ChIJg4-farc1joARzSm8do1Egf8,Sutter Health Los Gatos Pediatric Urgent Care,73,37,0.8378378378378378
ChIJg4-farc1joARzSm8do1Egf8,Sutter Health Los Gatos Pediatric Urgent Care,126,56,0.8035714285714286
ChIJFyVtpV3xlIARliGw5A-0VRQ,Narayan Medical Clinic,78,45,0.9333333333333333
ChIJFyVtpV3xlIARliGw5A-0VRQ,Narayan Medical Clinic,33,13,0.8461538461538461
ChIJFyVtpV3xlIARliGw5A-0VRQ,Narayan Medical Clinic,44,20,0.9
ChIJFyVtpV3xlIARliGw5A-0VRQ,Narayan Medical Clinic,36,23,1.0
ChIJFyVtpV3xlIARliGw5A-0VRQ,Narayan Medical Clinic,19,11,0.8181818181818182
ChIJS87XV7YgjoARpScHm8zycKs,De Paul Health Center,36,15,0.9333333333333333
ChIJS87XV7YgjoARpScHm8zycKs,De Paul Health Center,146,63,0.8253968253968254
ChIJS87XV7YgjoARpScHm8zycKs,De Paul Health Center,172,74,0.8108108108108109
ChIJS87XV7YgjoARpScHm8zycKs,De Paul Health Center,81,43,1.0
ChIJS87XV7YgjoARpScHm8zycKs,De Paul Health Center,96,47,0.9361702127659575
ChIJ3wpK4Y1p6oAR1YNgonohx4M,Accelerated Urgent Care,93,39,0.9487179487179487
ChIJ3wpK4Y1p6oAR1YNgonohx4M,Accelerated Urgent Care,59,18,1.0
ChIJ3wpK4Y1p6oAR1YNgonohx4M,Accelerated Urgent Care,120,43,0.7441860465116279
ChIJ3wpK4Y1p6oAR1YNgonohx4M,Accelerated Urgent Care,62,30,0.9666666666666667
ChIJ3wpK4Y1p6oAR1YNgonohx4M,Accelerated Urgent Care,61,29,0.8275862068965517
ChIJK9unMqKxkYARdeOmxp3KPmI,Golden Valley Health Centers—Urgent Care Clinic,28,12,0.9166666666666666
ChIJK9unMqKxkYARdeOmxp3KPmI,Golden Valley Health Centers—Urgent Care Clinic,24,9,0.8888888888888888
ChIJK9unMqKxkYARdeOmxp3KPmI,Golden Valley Health Centers—Urgent Care Clinic,20,6,1.0
ChIJK9unMqKxkYARdeOmxp3KPmI,Golden Valley Health Centers—Urgent Care Clinic,68,27,0.9629629629629629
ChIJK9unMqKxkYARdeOmxp3KPmI,Golden Valley Health Centers—Urgent Care Clinic,63,23,0.9565217391304348
ChIJpYbOVM3llIAR8wZA6UfsgSI,United Health Centers - Kingsburg,34,13,1.0
ChIJpYbOVM3llIAR8wZA6UfsgSI,United Health Centers - Kingsburg,53,23,0.8695652173913043
ChIJpYbOVM3llIAR8wZA6UfsgSI,United Health Centers - Kingsburg,140,59,0.8135593220338984
ChIJpYbOVM3llIAR8wZA6UfsgSI,United Health Centers - Kingsburg,55,23,0.9130434782608695
ChIJpYbOVM3llIAR8wZA6UfsgSI,United Health Centers - Kingsburg,57,19,0.8947368421052632
ChIJuw4UzXiZwoARZQK2HMIPFsU,"Avicenna Medical Clinic: Aref Karbasi, MD",74,37,0.918918918918919
ChIJuw4UzXiZwoARZQK2HMIPFsU,"Avicenna Medical Clinic: Aref Karbasi, MD",84,34,0.9117647058823529
ChIJuw4UzXiZwoARZQK2HMIPFsU,"Avicenna Medical Clinic: Aref Karbasi, MD",65,29,0.7586206896551724
ChIJuw4UzXiZwoARZQK2HMIPFsU,"Avicenna Medical Clinic: Aref Karbasi, MD",38,18,0.9444444444444444
ChIJuw4UzXiZwoARZQK2HMIPFsU,"Avicenna Medical Clinic: Aref Karbasi, MD",136,62,0.8870967741935484
ChIJB8wwyc6DhYARRPcD5knxXSQ,LifeLong Immediate/Urgent Care - William Jenkins,92,33,0.9696969696969697
ChIJB8wwyc6DhYARRPcD5knxXSQ,LifeLong Immediate/Urgent Care - William Jenkins,118,57,0.7368421052631579
ChIJB8wwyc6DhYARRPcD5knxXSQ,LifeLong Immediate/Urgent Care - William Jenkins,146,52,0.7115384615384616
ChIJB8wwyc6DhYARRPcD5knxXSQ,LifeLong Immediate/Urgent Care - William Jenkins,33,17,1.0
ChIJB8wwyc6DhYARRPcD5knxXSQ,LifeLong Immediate/Urgent Care - William Jenkins,29,10,0.9
ChIJ2VhO0nIgm4ARyPkoPCkcYHE,Placer County Health & Human,19,10,1.0
ChIJ2VhO0nIgm4ARyPkoPCkcYHE,Placer County Health & Human,16,6,1.0
ChIJ2VhO0nIgm4ARyPkoPCkcYHE,Placer County Health & Human,29,9,0.7777777777777778
ChIJ2VhO0nIgm4ARyPkoPCkcYHE,Placer County Health & Human,19,5,1.0
ChIJ2VhO0nIgm4ARyPkoPCkcYHE,Placer County Health & Human,13,4,1.0
ChIJGx-a-iFIhIARnqevZN4nWxw,Emergency Animal Hospital-Santa Rs,45,20,0.9
ChIJGx-a-iFIhIARnqevZN4nWxw,Emergency Animal Hospital-Santa Rs,153,66,0.8787878787878788
ChIJGx-a-iFIhIARnqevZN4nWxw,Emergency Animal Hospital-Santa Rs,60,24,0.9583333333333334
ChIJGx-a-iFIhIARnqevZN4nWxw,Emergency Animal Hospital-Santa Rs,64,27,0.9259259259259259
ChIJGx-a-iFIhIARnqevZN4nWxw,Emergency Animal Hospital-Santa Rs,56,25,0.88
ChIJFUmCGs4t3YARZ4iF8zZp7KY,Hawaiian Gardens Medical,164,69,0.855072463768116
ChIJFUmCGs4t3YARZ4iF8zZp7KY,Hawaiian Gardens Medical,47,23,0.9565217391304348
