place_name,polarity,subjectivity,NLTK_Compound,review_rating
Dignity Health Urgent Care - Pismo Beach,0.2739539682539683,0.5274698412698413,0.26383999999999996,3.4
Dignity Health Urgent Care - Santa Maria,0.10846031746031745,0.47463492063492063,0.11882000000000001,3.4
Dignity Health Urgent Care - Woodland,0.22298332305388763,0.4085500211407469,0.8671200000000001,3.6
Dignity Health Woodland Clinic - Davis Primary Care,0.3141582491582492,0.5188686868686869,0.4900399999999999,3.8
Directions Medical Clinic,0.45817460317460323,0.5605512265512266,0.8803599999999999,5.0
Discover Health,0.5059573934837093,0.6812406015037593,0.9535399999999999,5.0
Dizon Pediatric Urgent Care,0.19388056758056757,0.4638168831168832,0.9142800000000001,3.0
Dizon Urgent Care at Cedar,0.3036761904761905,0.5221347763347763,0.87332,4.2
Dizon Urgent Care at Copper,0.13714136904761903,0.5064285714285715,0.7842,3.4
Doctor Arce Family Medical Clinic,0.21172403581267213,0.5149503213957759,0.17112,3.4
Doctor Wong Medical Clinic,-0.04136904761904762,0.3404761904761905,-0.7191,1.0
Doctor2me,0.3157415750915751,0.562857783882784,0.95142,5.0
Doctors Behavioral Health Center,-0.2405916305916306,0.6582113997113997,-0.46324,1.4
Doctors Hospital of Manteca : Emergency Room,0.2632866872710623,0.5989505494505495,0.22555999999999998,3.4
Doctors Medical Center,0.10331735977132803,0.48386479869337007,0.60686,4.0
Doctors Medical Center Emergency Room,0.02559055759055759,0.4956811490978158,-0.50842,1.0
Dore Urgent Care Clinic (Psychiatric),0.005224567099567115,0.42273065476190474,-0.14317999999999997,2.8
Downtown Family Health Center at Connections,0.1969360229276896,0.44032293108126436,0.39066,3.2
Dr Mike's Walk In Clinic Inc,0.12822101449275364,0.5902597481021394,0.31772,3.4
Dr. Alexis Long,0.25,0.45,0.7799,5.0
Dr. Andrew Fenton,0.875,0.9,0.9347,5.0
Dr. Arimie Medical Clinic,0.3368716283716284,0.5976457986457986,0.92968,5.0
Dr. Brisbain Pucan,0.4338888888888889,0.5470555555555555,0.84734,5.0
"Dr. Calvon A. Voong, MD",0.377178354978355,0.4759517316017316,0.8518399999999999,5.0
Dr. Christopher J Flynn MD,0.09999999999999998,0.6,0.1063,3.0
Dr. Eric Fields,0.031073633156966488,0.535569885361552,-0.89215,1.0
Dr. Guy W Tarleton MD,0.5821230158730158,0.33865079365079365,0.2489,5.0
Dr. Jaisimaran Sidhu,0.392843253968254,0.4397590187590188,0.9004,4.4
Dr. Jeffery Davies,0.3388888888888889,0.5416666666666666,0.94785,5.0
Dr. Mike's Walk-In Clinic,-0.06399922299922298,0.513979797979798,-0.23537999999999998,1.0
Dr. Mikes Walk In clinic,0.1129566798941799,0.5866626984126985,0.19751999999999997,2.6
Dr. Mikes Walk in Clinic,-0.03904581578596524,0.3650298369677252,-0.26114,1.8
Dr. Navdeep Gill,1.0,1.0,0.8658,5.0
"Dr. Preston C. Maxim, MD",0.09375,0.675,0.802,5.0
Dr. Ruth Temple Health Center,0.18715867003367004,0.603734977984978,0.44782,4.0
Dr. Ryan A Skrupky MD,0.2775,0.5675000000000001,0.9322,5.0
Dr. Takhar's Family Medicine & Urgent Care Clinic,0.07336666666666666,0.5113000000000001,-0.19594,2.0
"Dr. Telesforo A. Molina, MD",0.12933333333333333,0.5545449735449737,0.9116,5.0
Dr. Thomas R Anderson MD,0.41984126984126985,0.5601190476190476,0.9542333333333333,5.0
"Dr. Ton V. Ngo, MD",-0.010101010101010102,0.3333333333333333,-0.765,1.0
Dry Creek Medical Group,0.023344599971602254,0.47705665514246753,0.56986,2.6
Dry Creek Urgent Care,0.1299459024635495,0.5018332016567311,-0.17232,2.4
Duffy's Napa Valley Rehab,0.27546607797159267,0.5053834458025634,0.6475799999999999,3.8
Duke Medical Clinic,0.3191891025641026,0.5254285256410256,0.9518599999999999,5.0
ELITE URGENT CARE,0.38072217712842715,0.6336406926406927,0.97554,5.0
ENT - San Juan Physicians Plaza - Mercy Medical Group,0.22588298902894494,0.6092120915032679,0.55844,3.8
EPIC Vets,0.0033375006219834025,0.4587150239103506,-0.027180000000000003,2.6
EZCare Clinic,0.04878667628667629,0.48283585858585865,0.5093,1.8
East Bay Trauma & Acute Care,0.029356060606060608,0.486300505050505,0.5463333333333333,1.3333333333333333
East Compton Clinic,0.18304473304473307,0.3987734487734488,0.5929,3.0
East County Urgent Care,0.37065887445887447,0.5631073593073592,0.9647,4.4
East Main Clinic & Stockton,0.014791666666666693,0.5551984126984127,0.054400000000000004,1.8
Eastern Medical Center - Family Medicine,0.3257934385875562,0.4980387063916476,0.98296,5.0
Eastside Neighborhood Clinic,0.10780719095719096,0.485408658008658,0.6662600000000001,2.6
Eastside Urgent Care Center,0.11066666666666666,0.6596666666666666,-0.29453999999999997,1.8
Eastvale San Antonio Medical Plaza,0.18832890720390721,0.617754884004884,0.5829799999999999,3.4
Eden Emergency Medicine Group,-0.022777777777777765,0.23126262626262623,-0.38545,3.0
Eden Medical Center Emergency Department,0.0015272758642323858,0.5543318903318903,-0.10732,2.0
Eisenhower Tennity Emergency Department,0.34536728896103897,0.5962089947089947,0.89092,3.6
Eisenhower Urgent Care - Palm Springs,0.16988237826203928,0.4745666397632499,0.28052,2.4
El Cajon Family Health Center,-0.0011337868480725572,0.49607709750566886,0.05385999999999998,1.6
El Cajon Family Medical Clinic,-0.534375,0.628125,-0.27115,1.5
El Camino Medical Clinic,0.10011671335200749,0.3817226890756303,0.3993666666666667,3.6666666666666665
"El Camino Medical Clinic, Rocklin Henry J Low MD",0.30376311728395067,0.48707253086419755,0.92028,5.0
El Carmen Medical Clinic,0.0145870670995671,0.5814689273689273,-0.39796,1.8
"El Milagro Family Medical Care, Inc",0.4505264790764791,0.5357468494468495,0.93714,5.0
El Monte Family Clinic,0.07442782738095238,0.5282738095238095,-0.27108,2.0
El Monte Urgent Care,0.3162339835038699,0.5478032708032708,0.94628,5.0
El Toro Health Clinic,0.28913333333333335,0.5214613756613756,0.40464,4.2
Elite Medical Clinic,0.3577261904761905,0.585781746031746,0.9533400000000001,5.0
Elite Urgent Care - Modesto,0.295550333264619,0.5634509723081151,0.92798,4.6
Elk Grove Urgent Care,0.046297361368789966,0.5659341258388878,-0.01654,2.6
Elmo Pediatrics & Family Walk-in Clinic,0.6,1.0,0.7425,5.0
Emanuel Medical Center : Emergency Room,0.16905395655395655,0.4755220995220995,0.0043199999999999905,3.4
"Emanuel Zusmer, MD",0.14735220458553794,0.4866208112874779,0.1809,5.0
Emcare,-0.625,0.7916666666666667,-0.41895000000000004,1.5
Emergency Animal Hospital-Santa Rs,0.21160958485958484,0.5451202686202686,0.60078,5.0
Emergency Department,-0.28670634920634924,0.7259920634920635,-0.13606666666666667,3.6666666666666665
Emergency Medical,0.17000000000000004,0.46,-0.46290000000000003,1.0
Emergency Medical Associates,-0.024561403508771926,0.33508771929824566,-0.9733,1.0
Emergency Medicine Associates,-0.12656249999999997,0.33697916666666666,-0.9077999999999999,1.0
Emergency Medicine Physicians,0.11458333333333333,0.4895833333333333,-0.8123,1.0
Emergency Physicians Associates,-0.02150793650793651,0.44673015873015876,-0.36726000000000003,1.0
Emergency Room - Dominican Hospital,0.06308749989451745,0.44711340641165204,0.31866000000000005,2.0
Emergency Room - Mercy General Hospital,0.15358936202686205,0.5270022893772894,0.25484,3.4
Emergency Room - Methodist Hospital of Sacramento,0.041870670995671,0.5713392255892256,0.39942,3.0
Emergency Room - Sequoia Hospital,0.1676753246753247,0.4113366170866171,0.2152,2.8
Emergency Room - Woodland Memorial Hospital,-0.02895498637165305,0.4188050344717012,0.07634,2.0
Emergency Room at Dignity Health - Arroyo Grande Community Hospital,0.31723567173567174,0.47473178673178673,0.90108,3.4
Emergency Room at Dignity Health - California Hospital Medical Center,0.0007848956598956447,0.4923785520035521,-0.4554,1.8
Emergency Room at Dignity Health - Marian Regional Medical Center,0.3113894841269841,0.46810277777777776,0.69856,4.2
Emergency Room at Dignity Health - Memorial Hospital,0.0032890652557319307,0.5057717813051146,-0.38432,1.0
Emergency Room at Dignity Health - Mercy Hospital Downtown,-0.04383703703703702,0.5403439153439153,-0.21231999999999998,2.6
Emergency Room at Dignity Health - Mercy Hospital Southwest,0.01967460317460319,0.5776349206349207,-0.22347999999999998,2.6
Emergency Room at Dignity Health - Mercy Medical Center,0.15582607286241318,0.6005055555555555,0.14604,2.6
Emergency Room at Dignity Health - Northridge Hospital Medical Center,0.06120549330843448,0.5503437597261127,0.12808000000000003,3.2
Emergency Room at Dignity Health - St. Bernardine Medical Center,-0.004230739939073283,0.5135330194496861,-0.57308,1.6
Emergency Room at Dignity Health - St. John's Hospital Camarillo,0.215765367965368,0.6239428571428571,0.20484,4.2
Emergency Room at Dignity Health - St. John's Regional Medical Center,0.18032310710969252,0.5853399534070266,0.2459,3.4
Emergency Room at Dignity Health - St. Joseph's Medical Center,-0.04518449804164089,0.5976663918092491,-0.23718000000000003,2.0
Emergency Room at El Camino Hospital Los Gatos,0.07899801587301587,0.5831521512113618,-0.55924,1.8
Emergency Room at El Camino Hospital Mountain View,0.09247665233317408,0.5107948054361098,0.09985999999999999,3.2
Emergency Room at Providence Queen of the Valley Medical Center,0.1895453253624682,0.654090378616093,0.2509,3.4
Emergency Room | Kaiser Permanente Fontana Medical Center,-0.028658819760686627,0.5537944472554862,-0.41122,2.0
Emergency Room | Kaiser Permanente Fresno Medical Center,0.06223853073853074,0.5607399080732414,-0.18924,1.8
Emergency Room | Kaiser Permanente Manteca Medical Center,0.0027361111111111115,0.6064669312169312,0.18218,1.8
Emergency Room | Kaiser Permanente Modesto Medical Center and Medical Offices,0.04379361305056837,0.4441652937797139,-0.3927,1.8
Emergency Room | Kaiser Permanente Orange County - Anaheim Medical Center,0.15232189793480116,0.5860838026967059,0.42584,2.2
Emergency Room | Kaiser Permanente Redwood City Medical Center,0.15742609126984125,0.44604761904761914,0.32292,2.6
Emergency Room | Kaiser Permanente Roseville Medical Center,0.007944430569430574,0.489376221001221,0.13452,1.8
Emergency Room | Kaiser Permanente Sacramento Medical Center and Medical Offices,-0.004901501711795808,0.545493140247552,-0.013160000000000015,2.8
Emergency Room | Kaiser Permanente San Diego Medical Center,0.21347867564534231,0.608559900593234,0.18078,3.4
Emergency Room | Kaiser Permanente San Leandro Medical Center,-0.23166666666666663,0.5623333333333334,-0.45187999999999995,1.8
Emergency Room | Kaiser Permanente San Marcos Medical Center,-0.002313899063899049,0.5408063695563696,-0.44126000000000004,2.0
Emergency Room | Kaiser Permanente San Rafael Medical Center,0.21825198412698416,0.5991010378510379,0.29688,2.8
Emergency Room | Kaiser Permanente Santa Clara Medical Center and Medical Offices,-0.0036662409228198634,0.47117638647901805,-0.6107,1.0
Emergency Room | Kaiser Permanente Santa Rosa Medical Center and Medical Offices,-0.0068496945855816786,0.5835405424921554,0.19878,2.6
Emergency Room | Kaiser Permanente South Sacramento Medical Center,0.11814163614163616,0.45250392005655166,-0.384,2.0
Emergency Room | Kaiser Permanente South San Francisco Medical Center,-0.10162869769119767,0.5715887445887446,-0.5456,2.0
Emergency Room | Kaiser Permanente Vacaville Medical Center,0.08035221903700165,0.4401425209251296,0.31032000000000004,2.6
Emergency Room | Kaiser Permanente Vallejo Medical Center,0.00788465619262319,0.5667080668088131,-0.42489999999999994,2.0
Emergency Room | Kaiser Permanente Walnut Creek Medical Center,0.023009823271113592,0.4842800234810987,-0.18163999999999997,2.6
Emergency Room | Kaiser Permanente Woodland Hills Medical Center,-0.042357142857142836,0.4732619047619048,-0.011220000000000008,1.8
Emergency Room | Kaiser Permanente Zion Medical Center,0.16639054363510888,0.5602972713679236,0.46841999999999995,3.4
Emergency and After Hours Dental Care,0.1540701184180662,0.5362053578676713,0.0371,3.4
Emily's Medical Group APC & Med Spa,0.27165438034188033,0.5172393162393163,0.44299999999999995,3.2
Emmanuel Medical Clinic,0.1432136844636845,0.608534151034151,0.6027,4.2
Encino Commons Urgent Care,0.17390017006802722,0.4656319160997732,0.53198,3.4
Endure Urgent Care,0.31704640022675734,0.6089638699924415,0.84934,4.8
Escalon Community Health Center,0.30871428571428566,0.593748299319728,0.3378,3.4
"Essence Med Spa Santa Barbara | Massage , Botox , Fillers & Facials",0.34326851851851853,0.5507388583638584,0.70892,4.2
Essential Medical Clinic,0.8,0.75,0.6249,5.0
"Esteban M. Cruz, MD | Kaiser Permanente",0.6100000000000001,0.56,0.8855,5.0
Euclid Medical Center,0.2015462962962963,0.45584788359788364,0.30873333333333336,3.6666666666666665
EverHeal Medical Clinic,0.39144842657342654,0.5462806637806638,0.9646800000000001,5.0
EveryDay Healthcare,0.29782878787878786,0.41388852813852817,0.87576,4.2
Everyday Health Care,0.2696928811928812,0.42659042809042813,0.70118,4.2
Excellence Medical Group,0.30588383838383837,0.5526737373737374,0.9774200000000001,5.0
Exer Medical Corp,0.25,0.28846153846153844,0.539,5.0
Exer Urgent Care,0.12267063492063493,0.5209047619047619,0.38448000000000004,1.8
Exer Urgent Care - Anaheim - Euclid St,0.07148117623117624,0.4751068715235382,0.40915999999999997,3.6
Exer Urgent Care - Anaheim - State College Blvd,0.27706955544455547,0.45671792405125744,0.96868,4.2
Exer Urgent Care - Beaumont,0.17983237914349026,0.5260095011983901,0.7208,4.4
Exer Urgent Care - Beverly Hills,0.3304811507936508,0.5491011904761904,0.96912,5.0
Exer Urgent Care - Calabasas - Agoura Rd,0.14736176046176047,0.49741226551226553,0.43788,3.4
Exer Urgent Care - Calabasas - Mulholland Dr,0.10971289629910319,0.5081023746368574,0.16768,2.6
Exer Urgent Care - Camarillo,0.2742483095760234,0.5407585630743525,0.36168,3.4
Exer Urgent Care - Canyon Country,0.15985275153696205,0.5328571499975009,0.503,3.0
Exer Urgent Care - Costa Mesa,0.29100746753246753,0.6173078403078402,0.93916,4.2
Exer Urgent Care - Covina,-0.01571164021164021,0.36068452380952387,-0.13223999999999997,2.6
Exer Urgent Care - Culver City - 8985 Venice Blvd,0.39054138321995463,0.598884731670446,0.8968999999999999,4.2
Exer Urgent Care - Culver City - 9726 Venice Blvd,0.24110267857142859,0.46742261904761906,0.59862,4.2
Exer Urgent Care - Downtown,0.26394416568280205,0.61373686540732,0.5891,3.8
Exer Urgent Care - Eagle Rock,0.08165939153439153,0.5657397486772486,0.26261999999999996,3.4
Exer Urgent Care - Glendora,0.2506456349206349,0.5173484126984127,0.8787200000000001,4.0
Exer Urgent Care - Highland,0.2710638528138528,0.6656917388167388,0.5398799999999999,4.2
Exer Urgent Care - Hollywood - Melrose Ave,0.10457181690988511,0.5149806316056316,0.20522,3.4
Exer Urgent Care - Hollywood - Willoughby Ave,0.402424704924705,0.5121939356939357,0.97102,5.0
Exer Urgent Care - Huntington Park,0.3263513227513227,0.6093015873015872,0.9522999999999999,4.0
Exer Urgent Care - Irvine,0.06736111111111112,0.4759484126984127,0.12547999999999998,2.6
Exer Urgent Care - La Canada Flintridge,0.30650396825396825,0.621911753590325,0.94316,4.4
Exer Urgent Care - Lakewood,0.2602192640692641,0.5873417748917749,0.9728,5.0
Exer Urgent Care - Lawndale,0.0849312834224599,0.5082204566675156,0.8530599999999999,3.4
Exer Urgent Care - Long Beach - Long Beach Blvd,0.4242925347222222,0.6708425925925925,0.91504,5.0
Exer Urgent Care - Long Beach - PCH,0.22574417645846218,0.49120675862937774,0.8183,3.8
Exer Urgent Care - Long Beach Willow St,0.3119081289081289,0.57298556998557,0.8089000000000001,3.4
Exer Urgent Care - Manhattan Beach,0.3121150793650793,0.552815934065934,0.48396,3.4
Exer Urgent Care - Marina Del Rey,0.2266433140933141,0.6081471139971141,0.5445599999999999,4.0
Exer Urgent Care - Moorpark,0.3273009662956092,0.6407370902906617,0.97766,5.0
Exer Urgent Care - Newbury Park,0.21785887445887447,0.6177554112554112,0.32866,4.2
Exer Urgent Care - North Hollywood,0.19886621572871574,0.5626814574314574,0.37522,3.4
Exer Urgent Care - Northridge,0.1277264124764125,0.48881021756021753,0.60832,2.6
Exer Urgent Care - Pasadena - Allen Ave,0.38554874401913874,0.5263315865421129,0.6421,4.2
Exer Urgent Care - Pasadena - Del Mar Blvd,0.3036743626743627,0.5677835497835497,0.77434,4.2
Exer Urgent Care - Pasadena - Lake Ave,0.17307410843125132,0.6800374493231637,0.5894571428571428,3.5714285714285716
Exer Urgent Care - Pasadena - South Fair Oaks Ave.,0.21854822954822956,0.4882809829059829,0.6975,3.8
Exer Urgent Care - Porter Ranch,0.2093477342549923,0.4939062980030721,0.73552,4.0
Exer Urgent Care - Redlands,0.18705109126984126,0.46795965608465606,0.8188599999999999,4.4
Exer Urgent Care - Redondo Beach,0.10278219696969697,0.5479992784992784,0.17626,2.8
Exer Urgent Care - Santa Monica - Colorado Ave,0.047153439153439156,0.558478835978836,0.55984,2.6
Exer Urgent Care - Santa Monica - Wilshire Blvd,0.256316163003663,0.5008722527472528,0.91042,3.4
Exer Urgent Care - Sherman Oaks,0.2634373308982684,0.6791488095238096,0.37818,3.4
Exer Urgent Care - Silver Lake,0.3330703535353535,0.5898758080808081,0.95322,4.8
Exer Urgent Care - Stevenson Ranch,0.29575396825396827,0.5952005291005291,0.85426,4.2
Exer Urgent Care - Tarzana,0.12498459595959599,0.5469104797979798,0.41164000000000006,3.0
Exer Urgent Care - Thousand Oaks,0.3554525037792895,0.5363479213907786,0.94026,5.0
Exer Urgent Care - Torrance,0.2623079725829726,0.6087795093795094,0.4082800000000001,4.2
Exer Urgent Care - Torrance - Sepulveda Blvd,0.22404758204758207,0.5637856464523131,0.61986,4.2
Exer Urgent Care - Venice - Lincoln Blvd,-0.04167857361493725,0.5128791245791245,-0.5920799999999999,2.2
Exer Urgent Care - West Hills,0.18336892736892735,0.6235055315055316,0.558,3.8
Exer Urgent Care - West Hollywood - La Brea Ave,0.17191839175861734,0.5091004584745723,0.38686,1.8
Exer Urgent Care - West Hollywood - Sunset Blvd,0.133593759018759,0.5655462000962,0.5927399999999999,3.6
Exer Urgent Care - West Los Angeles,0.4506081349206349,0.6742063492063493,0.94184,5.0
Exer Urgent Care - Westlake Village,0.2537450697450698,0.5774516594516595,0.57402,4.2
Exer Urgent Care - Westwood,0.19987228358061696,0.512888941305608,0.30748,3.4
Exer Urgent Care - Whittier,0.248139880952381,0.6564563492063492,0.74312,5.0
Exer Urgent Care -Glendale,0.08679062604062607,0.5301016267682934,0.59306,3.4
Exodus Recovery,0.13083409279310015,0.48771149162656513,0.023640000000000015,2.0
Exodus Recovery Inc,-0.16684758297258298,0.488705266955267,-0.68144,1.0
Expedite Urgent Care,0.312468253968254,0.5165932539682541,0.8304600000000001,4.2
Express Care – Palo Alto | Stanford Health Care,0.16145238095238096,0.5615211640211639,0.67778,3.4
Express Care – San Jose | Stanford Health Care,-0.03565878565878566,0.5559452584452584,0.05722000000000001,2.6
Express Lane Urgent Care,0.4245757020757021,0.5799731379731379,0.8462,5.0
Express Medicine Urgent Care,0.13859921494913757,0.45182786085925597,0.10928,2.6
Express Urgent Care - Diamond Bar,0.1943102453102453,0.5358792688792688,0.74786,4.2
Express Walk-In Clinic,0.3244010541927208,0.6221374859708193,0.9705199999999999,5.0
Ezenwugo Medical Group and Urgent Care,0.027580631684491985,0.622011586452763,-0.07196,2.6
"F. Thomas Meyer, MD",0.12398809523809526,0.4122321428571428,0.10945000000000002,2.75
Facey Medical Group - Northridge,0.29512594696969696,0.5632443667443667,0.72072,4.2
Facey Medical Group - Simi Valley,0.24546458280281813,0.47631519820049234,0.94444,5.0
Facey Medical Group - Valencia,-0.0006096380471380447,0.5789021164021164,-0.049880000000000015,1.0
Fallbrook Family Health Center,0.17321866490996926,0.574206920133007,0.55364,4.2
Fallbrook Medical Center: Family Practice Urgent Care,0.2882724682724683,0.5161454101454102,0.56674,4.2
Famersville Health Care Center,0.22403829365079364,0.4883746031746032,0.38346,4.0
Family & Internal Medicine,-0.1068562807067271,0.7333427815570672,-0.9166,3.0
Family Care Centers - Irvine,-0.03481037239275876,0.3392187083749584,-0.18280000000000002,1.8
Family Care Clinic,0.7,0.6000000000000001,0.8225,5.0
Family Clinic Of Merced,0.4284097222222222,0.6011111111111112,0.7617200000000001,4.2
Family First Medical Care,-0.0896560250894616,0.5297074951192599,-0.1976,1.8
Family Health Care Medical Group,0.1330281179138322,0.40077294028722604,0.29274000000000006,3.4
Family Health Care Network,0.6044444444444445,0.8833333333333333,0.3308,5.0
Family Health Centers - Dinuba,0.2814305555555555,0.48364444444444443,0.33374,3.4
Family Health Centers Of San Diego,0.27901234567901234,0.6415123456790124,-0.342,3.0
Family Health Center’s San Diego,1.0,1.0,0.5719,5.0
Family Health Clinic,-0.04232148553201184,0.4549149388623073,0.39254,2.6
Family Health Medical Center,0.07446031746031748,0.41005291005291006,0.12002000000000002,3.4
Family Health Services,0.1426161306947021,0.5682973260866119,0.55416,3.3
Family HealthCare Network,0.12336031052581473,0.5209120374755907,0.1996813559322034,2.8813559322033897
Family Medical Clinic,-0.018109311117123626,0.46068813131313135,0.0791375,1.875
Family Medical Clinic of Greater Sacramento,0.6208333333333333,0.5833333333333334,0.9506,5.0
"Family Medicine - Dignity Health Medical Group - Bakersfield, CA",0.2461111111111111,0.4512847222222222,0.981,5.0
"Family Medicine - Dignity Health Medical Group - Oxnard, CA",0.014005354294827988,0.5329881521986785,-0.07968,2.0
Family Medicine Health Center & Walk In,0.10266929901695528,0.394167439703154,-0.06920000000000004,1.0
"Family Medicine, Geriatric Medicine, Women's Health Clinic in Hemet - Katharine O'Brien, D.O.",-0.22605645743145747,0.4914111952861953,-0.90794,1.4
Family Medicine: Bell Road Medical Office (Auburn): Sutter Medical Foundation,0.21666666666666667,0.6666666666666666,0.012700000000000008,3.0
Family Physicians Urgent Care,0.2787277777777778,0.5152888007054675,0.80242,5.0
Family Practice Medical Group,0.13732249848916517,0.5589836912059135,0.11480000000000004,1.8
Family Urgent Care,0.22504021164021165,0.431610582010582,0.28662,3.4
Family Urgent Care and Industrial Medical Clinic,0.08570833333333333,0.6300833333333333,0.57158,2.6
"Farr Medical Group, Inc.",0.3077193362193362,0.43292622655122653,0.94056,5.0
Fast Aid Urgent Care,0.5078444444444444,0.6602666666666667,0.8529199999999999,5.0
Father Joe's Villages Village Health Center,0.06924603174603175,0.3318108465608466,-0.06774000000000001,2.0
Fillmore Family Medical Group,0.012206636947708372,0.4427202407380978,0.53682,2.0
FinchCare San Diego - Virtual Urgent Care & Telehealth,0.0,0.0,0.0,1.0
Firehouse Clinic,0.38031486742424236,0.6103030303030303,0.22442,4.0
"First Access Medical, Inc.",0.2781416666666667,0.47336388888888886,0.37960000000000005,3.4
First Aid Urgent Care,0.19064692888130388,0.47513892496392496,0.89118,4.6
First And Bristol Medical Group,-0.06746067821067822,0.48485461760461757,-0.5391,3.4
First Health Clinic,0.32037499999999997,0.7183780864197531,0.16671999999999998,3.4
First Health Medical Center,0.2729435550082102,0.5904464133673903,0.91754,4.2
Firstchoice clinic,0.2391698929571829,0.5239916466586635,0.56642,4.2
Florence Western Medical Clinic,0.13509590924492404,0.4349485821148383,0.38156,3.2
Fontana Clinica Medica,0.23108766233766237,0.5076255411255411,0.04523999999999999,4.2
Fontana Family Clinic,0.02582685881370092,0.4741679037336932,0.06035999999999999,1.8
Foothill Community Health Center,0.08050996071829407,0.37986191277857945,-0.0009833333333333083,3.0
Foothill Family Clinic,-0.006387566137566139,0.4918789682539682,0.46698000000000006,1.0
Foothill Medical Clinic,-0.19439709595959598,0.43939393939393945,-0.3127,2.3333333333333335
Foothill Regional Medical Center - Emergency Department,0.04435752599890531,0.4759258529465426,-0.33488,1.8
Foothill Surgery Center at Sansum Clinic,0.06832196969696971,0.5604373196248197,0.03096000000000001,1.8
Foothills Women's Medical Center,0.024999999999999994,0.3416666666666667,0.7058,3.0
Foster City Medical Center - Primary Care Urgent Care & Allergy,0.12541358024691357,0.5256736583522298,0.637,3.4
Fountain View Urgent Care,0.25677777777777777,0.5493222222222223,0.52642,4.0
Fox and the Hair,0.34010192837465564,0.6428407560453016,0.875,5.0
Freddie's Place Animal Hospital & Urgent Care,0.3099636860053526,0.5482124850458183,0.9871399999999999,5.0
Freeport Medical Center,0.1266666666666667,0.42333333333333334,-0.5059,5.0
Fresenius Medical Care at San Joaquin Community Hospital,0.04872823860727088,0.4189349718381976,-0.31500000000000006,2.0
Fresno Family Medical Clinic,0.161636932319224,0.4791248425296044,0.10046000000000004,2.6
Fresno Medical Center CA,0.37522222222222223,0.47110714285714284,0.8623200000000001,5.0
Fresno Shields Medical Center,-0.05556103896103894,0.5003108225108226,0.0037399999999999877,1.8
Fresno Veterinary Specialty and Emergency Center,0.21563219860947136,0.5697348484848485,0.95954,4.4
Friendly Medical Center,0.3621287878787879,0.5696515151515152,0.9517,5.0
Friends & Family Medical Clinic,0.41666666666666663,0.6666666666666666,-0.1665,1.0
GETWELL URGENT CARE,0.34325074808232703,0.5274200301891091,0.95522,5.0
GOLDEN STATE CARE,0.23371811653954513,0.5713694770837627,0.77067,5.0
GT Healthcare,-0.08066589891589893,0.4375979113479113,-0.42219999999999996,1.8
Garden Grove Medical Clinic,0.37500000000000006,0.7416666666666667,-0.10915000000000002,3.0
Garfield Medical Clinic,0.16666666666666666,0.18888888888888888,-0.3412,1.0
Garland Community Health Center,0.0956169006919007,0.5369143976393975,-0.29009999999999997,1.0
Gettysburg Medical Clinic,0.32,0.5806666666666667,0.17432000000000003,4.2
Gettysburg Medical Clinic Inc,-0.21722222222222218,0.49703703703703705,0.254725,3.0
"Giacomo Ruosi, M.D.",0.07228996150048782,0.50648551740657,0.32008000000000003,2.6
Gill Navdeep MD,0.3244678932178932,0.6968749999999999,0.38692499999999996,4.0
Glenoaks Urgent Care,0.24111752136752135,0.39434859584859583,0.23407999999999998,3.6
Gloria Nelson Center Family Clinic,0.008824689063659658,0.4152444246929541,-0.33246000000000003,1.8
Glow Health Medical Clinic,0.29983454184704184,0.4973970177970178,0.95874,5.0
Golden Gate Urgent Care,0.16666666666666666,0.16666666666666666,-0.016233333333333322,2.3333333333333335
Golden State Family Medicine And Medspa,0.21906132068211903,0.5338225097731402,0.5985199999999999,4.2
Golden Valley Health Centers - Medical Clinic,0.1784832900114668,0.522553461892387,0.31115384615384617,3.169230769230769
Golden Valley Health Centers - Pediatrics Clinic,0.2775909992784993,0.5156225649350649,0.77584,4.6
Golden Valley Health Centers - Urgent Care,0.11978017623546931,0.5499347309594661,0.12617272727272727,2.5
Golden Valley Health Centers - Women's Health,0.0992401394901395,0.38219025458668315,0.15844,1.8
Golden Valley Health Centers—Medical Clinic,0.1576564449764965,0.48292121337825866,0.23155111111111112,2.7333333333333334
Golden Valley Health Centers—Urgent Care,0.1520136363636364,0.5060166666666667,0.56986,4.2
Golden Valley Health Centers—Urgent Care Clinic,0.3411666666666667,0.5336666666666667,0.84924,3.8
Golden Valley Medical Associates,0.33876190476190476,0.5867738095238095,0.9340399999999999,4.6
Goleta Valley Cottage Hospital Emergency,0.5503043831168831,0.6986244588744588,0.94488,5.0
Good Neighbor Medical Clinic,-0.01576438492063491,0.541218253968254,-0.23692000000000002,2.6
Good Samaritan Health Care Center Wasco,0.29392659932659926,0.7075824915824916,0.50892,4.2
Good Samaritan Hospital Emergency Room,0.38644284604284607,0.5943903873903874,0.5666,3.8
Good Samaritan Wound Care Center,1.0,0.75,0.6892,5.0
Grace Medical Clinic,0.2735,0.5465,0.9497,5.0
Granite Bay Urgent Care,0.37815033796612746,0.5511013138907875,0.9185000000000001,5.0
Grant Medical Clinic,0.3201369047619048,0.5542440476190477,0.90974,5.0
Gravenstein Community Health Center,0.1762658294722848,0.5641499108366947,0.49142,3.2
Graybill Medical Group - Graybill Urgent Care,-0.016810365560365553,0.5441085257335257,-0.13288,1.8
